customer_id,age,gender,city_tier,employment_type,loan_amount_requested,credit_score,stage_applied,stage_docs_submitted,stage_credit_checked,stage_approved,stage_disbursed
1218,55,Female,Tier 1,Self-Employed,1296251,553,0,0,0,0,0
1219,24,Female,Tier 2,Salaried,272584,586,1,0,0,0,0
1220,58,Female,Tier 2,Salaried,285814,620,1,0,0,0,0
1221,47,Male,Tier 2,Self-Employed,166107,811,1,1,1,0,0
1222,44,Male,Tier 3,Salaried,965900,786,0,0,0,0,0
1223,36,Male,Tier 3,Salaried,552845,727,1,1,1,0,0
1224,25,Male,Tier 1,Self-Employed,1831300,645,1,1,1,1,0
1225,50,Male,Tier 1,Self-Employed,686724,776,1,0,0,0,0
1226,43,Female,Tier 2,Business,343275,560,1,1,1,1,1
1227,46,Female,Tier 1,Self-Employed,1512178,815,1,0,0,0,0
1228,34,Female,Tier 3,Self-Employed,1541573,738,1,1,0,0,0
1229,39,Male,Tier 2,Self-Employed,373904,758,1,1,0,0,0
1230,54,Female,Tier 2,Salaried,554962,562,1,1,1,1,1
1231,37,Male,Tier 3,Self-Employed,1428090,711,1,1,0,0,0
1232,23,Male,Tier 3,Self-Employed,441985,609,1,0,0,0,0
1233,56,Female,Tier 1,Salaried,104470,554,1,0,0,0,0
1234,55,Male,Tier 2,Salaried,956120,751,1,0,0,0,0
1235,51,Male,Tier 2,Salaried,365427,561,0,0,0,0,0
1236,34,Male,Tier 1,Self-Employed,1080934,789,1,0,0,0,0
1237,34,Female,Tier 1,Salaried,704551,774,1,1,1,0,0
1238,39,Female,Tier 2,Business,1613209,731,1,1,0,0,0
1239,53,Male,Tier 1,Salaried,183425,846,1,1,1,1,1
1240,53,Female,Tier 1,Self-Employed,326022,727,1,1,1,0,0
1241,56,Male,Tier 2,Salaried,1478463,667,1,0,0,0,0
1242,50,Male,Tier 3,Self-Employed,126668,625,1,1,1,0,0
1243,50,Female,Tier 1,Self-Employed,1631067,595,1,1,1,0,0
1244,37,Female,Tier 1,Self-Employed,584610,776,1,1,0,0,0
1245,31,Female,Tier 3,Self-Employed,913263,843,1,1,1,1,1
1246,51,Male,Tier 1,Business,501991,789,1,1,0,0,0
1247,46,Female,Tier 3,Salaried,1134501,690,0,0,0,0,0
1248,41,Female,Tier 2,Salaried,1612562,753,1,0,0,0,0
1249,26,Female,Tier 1,Self-Employed,1645111,699,1,1,0,0,0
1250,22,Male,Tier 1,Salaried,1730794,679,1,0,0,0,0
1251,51,Female,Tier 1,Salaried,1315426,818,1,1,1,1,1
1252,24,Female,Tier 1,Salaried,431640,686,1,1,0,0,0
1253,35,Male,Tier 1,Salaried,203594,665,1,1,1,1,1
1254,51,Male,Tier 2,Salaried,225666,710,1,0,0,0,0
1255,25,Male,Tier 1,Self-Employed,914063,704,1,1,1,1,1
1256,39,Female,Tier 2,Salaried,882767,722,1,1,1,0,0
1257,58,Female,Tier 2,Salaried,828480,679,1,0,0,0,0
1258,46,Female,Tier 1,Salaried,549404,628,1,1,1,0,0
1259,22,Female,Tier 1,Business,1449681,606,1,0,0,0,0
1260,36,Male,Tier 1,Business,84723,606,1,1,1,0,0
1261,30,Male,Tier 1,Self-Employed,1627855,683,1,0,0,0,0
1262,36,Male,Tier 2,Salaried,1588954,563,1,1,1,0,0
1263,45,Male,Tier 1,Business,1004337,832,1,1,1,1,1
1264,25,Male,Tier 3,Self-Employed,1245715,843,1,1,1,0,0
1265,33,Male,Tier 2,Self-Employed,63763,696,1,1,0,0,0
1266,58,Male,Tier 2,Self-Employed,495171,676,1,0,0,0,0
1267,58,Male,Tier 2,Salaried,619151,809,0,0,0,0,0
1268,27,Male,Tier 2,Salaried,1378128,767,1,1,0,0,0
1269,45,Male,Tier 1,Salaried,1779112,782,1,1,1,0,0
1270,32,Male,Tier 1,Salaried,216169,717,1,1,1,1,0
1271,34,Female,Tier 2,Self-Employed,232922,692,1,1,1,0,0
1272,55,Female,Tier 1,Business,234918,809,1,1,1,1,0
1273,46,Female,Tier 2,Self-Employed,1212753,767,1,1,1,1,1
1274,28,Male,Tier 2,Salaried,741154,695,0,0,0,0,0
1275,25,Female,Tier 2,Salaried,768684,648,0,0,0,0,0
1276,29,Female,Tier 2,Salaried,401911,731,0,0,0,0,0
1277,41,Female,Tier 2,Salaried,1025990,718,1,1,1,1,1
1278,50,Male,Tier 2,Salaried,837443,782,0,0,0,0,0
1279,31,Female,Tier 2,Self-Employed,728787,642,1,1,1,0,0
1280,55,Female,Tier 2,Salaried,1661256,666,1,0,0,0,0
1281,47,Female,Tier 2,Business,1353631,553,1,1,1,0,0
1282,24,Female,Tier 3,Salaried,633278,634,1,1,1,1,1
1283,27,Male,Tier 2,Self-Employed,1542644,716,1,0,0,0,0
1284,26,Male,Tier 2,Salaried,915212,556,1,1,1,1,0
1285,26,Male,Tier 3,Salaried,525354,781,1,1,1,1,1
1286,44,Female,Tier 2,Self-Employed,1077588,800,1,1,1,1,1
1287,30,Male,Tier 1,Self-Employed,1319646,634,1,1,0,0,0
1288,56,Male,Tier 3,Salaried,1779238,742,1,1,0,0,0
1289,41,Male,Tier 1,Salaried,73536,672,0,0,0,0,0
1290,56,Male,Tier 2,Salaried,924178,638,1,0,0,0,0
1291,39,Male,Tier 3,Self-Employed,1366305,644,1,1,1,0,0
1292,38,Female,Tier 3,Business,1016634,849,1,1,1,0,0
1293,45,Female,Tier 1,Salaried,293481,594,0,0,0,0,0
1294,24,Male,Tier 2,Salaried,505173,802,1,1,1,0,0
1295,53,Male,Tier 2,Business,631498,600,1,1,1,1,1
1296,56,Male,Tier 1,Salaried,1312379,614,1,1,1,0,0
1297,59,Female,Tier 1,Self-Employed,261445,603,0,0,0,0,0
1298,34,Male,Tier 2,Salaried,293769,771,1,0,0,0,0
1299,46,Male,Tier 2,Salaried,448672,621,1,0,0,0,0
1300,30,Male,Tier 1,Salaried,1483085,717,1,1,1,1,0
1301,25,Female,Tier 2,Salaried,824957,735,0,0,0,0,0
1302,35,Female,Tier 2,Salaried,234933,692,1,1,1,0,0
1303,58,Female,Tier 3,Self-Employed,1004793,568,1,1,1,0,0
1304,55,Female,Tier 3,Self-Employed,1632639,559,1,1,1,1,1
1305,32,Male,Tier 2,Self-Employed,770241,821,1,1,1,1,1
1306,24,Male,Tier 3,Self-Employed,571626,720,1,1,1,1,0
1307,49,Male,Tier 3,Salaried,850531,565,1,1,1,0,0
1308,50,Male,Tier 1,Salaried,414485,629,0,0,0,0,0
1309,30,Male,Tier 1,Self-Employed,353986,833,1,0,0,0,0
1310,24,Male,Tier 2,Salaried,817650,739,0,0,0,0,0
1311,46,Male,Tier 2,Salaried,893595,697,1,1,1,0,0
1312,55,Female,Tier 2,Salaried,1311999,712,0,0,0,0,0
1313,33,Female,Tier 2,Salaried,1307410,814,1,1,1,0,0
1314,30,Female,Tier 2,Salaried,1221439,687,1,0,0,0,0
1315,36,Female,Tier 2,Self-Employed,407752,579,1,0,0,0,0
1316,46,Male,Tier 1,Business,1042179,717,1,1,1,1,1
1317,26,Female,Tier 3,Business,1063100,640,1,1,1,0,0
1318,32,Male,Tier 1,Business,683766,640,1,1,1,1,1
1319,55,Female,Tier 3,Business,105700,760,1,1,1,0,0
1320,45,Male,Tier 1,Salaried,576827,849,1,1,1,0,0
1321,36,Female,Tier 3,Salaried,682897,723,1,1,0,0,0
1322,59,Male,Tier 1,Self-Employed,1963743,683,1,1,1,0,0
1323,29,Male,Tier 1,Salaried,214230,573,1,1,1,1,0
1324,26,Female,Tier 1,Salaried,770978,750,1,1,0,0,0
1325,47,Male,Tier 2,Salaried,1017658,768,1,0,0,0,0
1326,39,Female,Tier 3,Salaried,1680688,556,1,1,1,1,1
1327,27,Female,Tier 2,Salaried,288344,555,1,0,0,0,0
1328,58,Female,Tier 3,Salaried,1351732,667,1,1,1,0,0
1329,34,Female,Tier 2,Salaried,848713,710,1,1,1,1,1
1330,49,Female,Tier 2,Business,458336,634,1,1,1,0,0
1331,26,Male,Tier 3,Salaried,584234,797,1,0,0,0,0
1332,34,Female,Tier 1,Business,1746992,715,1,1,1,0,0
1333,38,Female,Tier 1,Salaried,1484736,694,1,1,1,1,1
1334,53,Female,Tier 3,Salaried,1699291,580,1,1,1,0,0
1335,50,Male,Tier 3,Salaried,1052680,769,1,1,1,1,1
1336,24,Female,Tier 3,Salaried,1124687,682,1,1,1,1,1
1337,55,Female,Tier 3,Self-Employed,1806332,613,1,0,0,0,0
1338,48,Female,Tier 1,Self-Employed,1071815,625,1,0,0,0,0
1339,34,Male,Tier 3,Self-Employed,345434,680,1,0,0,0,0
1340,54,Male,Tier 2,Business,801500,587,1,0,0,0,0
1341,27,Male,Tier 3,Salaried,739822,603,1,1,1,0,0
1342,45,Female,Tier 2,Salaried,527388,679,1,1,0,0,0
1343,40,Female,Tier 2,Salaried,1889845,767,1,1,1,0,0
1344,37,Male,Tier 2,Salaried,1110377,551,1,1,1,1,1
1345,49,Male,Tier 1,Salaried,441486,795,0,0,0,0,0
1346,54,Male,Tier 1,Salaried,204782,689,1,1,0,0,0
1347,34,Male,Tier 3,Salaried,1598565,845,1,0,0,0,0
1348,46,Female,Tier 3,Salaried,671445,807,1,0,0,0,0
1349,57,Female,Tier 1,Salaried,295907,654,1,1,1,0,0
1350,48,Male,Tier 3,Self-Employed,615204,734,1,1,0,0,0
1351,59,Male,Tier 2,Self-Employed,980569,793,1,1,1,0,0
1352,28,Male,Tier 2,Self-Employed,1685410,713,0,0,0,0,0
1353,26,Female,Tier 1,Self-Employed,1930482,681,1,1,1,0,0
1354,52,Male,Tier 3,Salaried,1879401,752,1,1,1,0,0
1355,44,Male,Tier 2,Salaried,930198,759,1,1,1,0,0
1356,31,Male,Tier 2,Salaried,1134964,650,0,0,0,0,0
1357,53,Female,Tier 2,Self-Employed,1174743,820,1,1,0,0,0
1358,51,Female,Tier 1,Self-Employed,1456084,598,1,1,1,0,0
1359,52,Female,Tier 2,Salaried,1173243,788,0,0,0,0,0
1360,39,Male,Tier 1,Salaried,1964851,764,1,1,1,0,0
1361,57,Male,Tier 1,Business,315853,840,1,1,1,1,1
1362,23,Male,Tier 2,Salaried,623042,829,1,0,0,0,0
1363,35,Female,Tier 3,Self-Employed,293291,626,1,0,0,0,0
1364,34,Male,Tier 2,Salaried,922689,700,0,0,0,0,0
1365,50,Female,Tier 1,Salaried,278802,846,0,0,0,0,0
1366,33,Female,Tier 2,Self-Employed,841526,706,0,0,0,0,0
1367,23,Female,Tier 3,Self-Employed,1763351,747,1,1,1,1,1
1368,53,Male,Tier 2,Self-Employed,1540638,836,1,0,0,0,0
1369,34,Male,Tier 3,Salaried,819140,573,1,1,0,0,0
1370,48,Male,Tier 2,Salaried,522282,558,1,1,0,0,0
1371,38,Female,Tier 3,Self-Employed,581760,681,1,0,0,0,0
1372,52,Female,Tier 1,Salaried,1817666,626,1,0,0,0,0
1373,55,Male,Tier 1,Salaried,86131,775,1,1,1,1,1
1374,45,Male,Tier 1,Business,659231,680,0,0,0,0,0
1375,56,Female,Tier 2,Salaried,1444457,639,1,1,1,1,1
1376,27,Female,Tier 3,Salaried,1519740,666,1,0,0,0,0
1377,40,Male,Tier 3,Self-Employed,1276556,659,1,1,0,0,0
1378,51,Female,Tier 1,Business,755195,820,1,1,1,0,0
1379,28,Male,Tier 1,Salaried,301267,776,1,1,0,0,0
1380,31,Male,Tier 1,Salaried,859547,793,0,0,0,0,0
1381,53,Female,Tier 1,Self-Employed,1091616,604,1,1,0,0,0
1382,55,Female,Tier 2,Self-Employed,1388681,586,1,0,0,0,0
1383,49,Female,Tier 3,Self-Employed,566712,604,1,1,1,0,0
1384,36,Male,Tier 3,Salaried,1145659,561,1,1,1,1,1
1385,51,Female,Tier 2,Salaried,495278,734,1,0,0,0,0
1386,58,Male,Tier 3,Self-Employed,621470,786,1,1,1,0,0
1387,50,Male,Tier 2,Business,177987,842,1,1,1,0,0
1388,43,Male,Tier 1,Business,838449,753,1,1,0,0,0
1389,25,Male,Tier 2,Salaried,971727,760,1,1,1,0,0
1390,41,Female,Tier 2,Salaried,1160428,775,1,0,0,0,0
1391,53,Female,Tier 2,Salaried,281560,556,1,0,0,0,0
1392,57,Male,Tier 1,Business,886941,769,1,1,1,1,0
1393,25,Male,Tier 1,Self-Employed,204147,577,1,1,1,1,0
1394,48,Male,Tier 1,Salaried,56531,842,1,1,1,1,1
1395,38,Male,Tier 3,Salaried,972170,761,1,0,0,0,0
1396,33,Female,Tier 2,Salaried,1318965,738,1,1,1,0,0
1397,43,Female,Tier 3,Salaried,1404743,624,1,0,0,0,0
1398,38,Male,Tier 3,Self-Employed,1264884,791,1,1,1,1,1
1399,31,Male,Tier 1,Self-Employed,352203,663,1,0,0,0,0
1400,22,Female,Tier 2,Salaried,1138599,716,1,0,0,0,0
1401,43,Female,Tier 3,Salaried,1594016,655,1,1,0,0,0
1402,47,Male,Tier 2,Business,1889244,700,1,0,0,0,0
1403,39,Male,Tier 3,Salaried,248547,633,1,1,1,1,1
1404,35,Female,Tier 1,Salaried,217696,761,1,1,1,0,0
1405,50,Male,Tier 1,Business,738178,816,1,1,1,0,0
1406,33,Male,Tier 3,Self-Employed,565034,818,1,1,1,1,0
1407,57,Female,Tier 3,Self-Employed,1060592,726,1,1,1,1,0
1408,56,Female,Tier 3,Salaried,735460,820,0,0,0,0,0
1409,33,Female,Tier 2,Salaried,247968,731,1,1,1,0,0
1410,28,Female,Tier 3,Salaried,417253,708,1,1,1,1,1
1411,50,Female,Tier 3,Salaried,1012200,738,1,1,0,0,0
1412,32,Male,Tier 3,Self-Employed,1884946,735,1,1,1,1,1
1413,54,Male,Tier 2,Salaried,700970,795,1,1,1,0,0
1414,27,Male,Tier 1,Self-Employed,599229,591,1,1,1,0,0
1415,36,Male,Tier 3,Salaried,1978075,834,0,0,0,0,0
1416,53,Female,Tier 2,Salaried,826078,849,1,1,1,1,1
1417,32,Female,Tier 2,Business,1724213,843,1,1,1,1,1
1418,44,Female,Tier 2,Salaried,502563,730,1,1,1,0,0
1419,47,Female,Tier 2,Salaried,126629,731,1,1,1,1,0
1420,55,Male,Tier 2,Salaried,1262673,767,1,1,1,0,0
1421,55,Male,Tier 1,Salaried,1896659,712,1,1,1,0,0
1422,50,Female,Tier 3,Salaried,541564,595,1,1,1,0,0
1423,25,Female,Tier 2,Salaried,1975388,641,1,1,0,0,0
1424,38,Female,Tier 2,Self-Employed,264326,654,1,1,1,0,0
1425,56,Female,Tier 1,Self-Employed,886255,756,1,1,1,0,0
1426,34,Female,Tier 1,Salaried,718949,688,1,1,1,0,0
1427,36,Female,Tier 1,Salaried,1924776,578,1,1,1,0,0
1428,50,Male,Tier 2,Self-Employed,1294634,800,1,1,1,1,1
1429,50,Female,Tier 1,Salaried,921990,740,1,1,1,0,0
1430,32,Female,Tier 3,Self-Employed,1211360,596,1,1,1,1,1
1431,53,Male,Tier 1,Self-Employed,416533,800,1,0,0,0,0
1432,23,Female,Tier 1,Salaried,1492026,812,1,0,0,0,0
1433,35,Male,Tier 1,Self-Employed,908802,613,1,1,1,1,1
1434,41,Female,Tier 1,Business,458271,817,0,0,0,0,0
1435,43,Male,Tier 3,Self-Employed,1167319,561,1,1,1,1,1
1436,32,Female,Tier 3,Salaried,1612044,841,1,1,0,0,0
1437,48,Male,Tier 2,Salaried,1829081,578,1,1,0,0,0
1438,24,Female,Tier 1,Business,1709873,688,1,1,1,0,0
1439,38,Male,Tier 1,Salaried,685154,634,1,1,1,1,1
1440,49,Male,Tier 2,Self-Employed,139471,623,1,1,0,0,0
1441,50,Male,Tier 3,Salaried,759517,800,1,1,1,0,0
1442,42,Female,Tier 1,Salaried,1843346,773,1,1,1,1,1
1443,37,Male,Tier 2,Self-Employed,1945606,596,1,0,0,0,0
1444,58,Male,Tier 2,Self-Employed,861447,630,1,1,1,1,1
1445,41,Female,Tier 1,Self-Employed,300942,670,1,1,1,0,0
1446,27,Male,Tier 2,Business,785080,592,1,1,1,1,1
1447,40,Female,Tier 1,Salaried,1866278,695,1,1,1,1,1
1448,26,Male,Tier 3,Salaried,538295,623,1,1,0,0,0
1449,24,Female,Tier 1,Business,509402,602,1,1,1,0,0
1450,22,Male,Tier 2,Salaried,114430,782,0,0,0,0,0
1451,59,Male,Tier 1,Self-Employed,1851861,844,1,0,0,0,0
1452,36,Female,Tier 3,Salaried,1934193,749,1,1,0,0,0
1453,55,Female,Tier 1,Salaried,1584656,711,1,1,1,1,1
1454,56,Female,Tier 3,Salaried,112306,586,1,0,0,0,0
1455,46,Male,Tier 3,Salaried,1904424,646,1,1,0,0,0
1456,45,Male,Tier 3,Business,128655,598,1,0,0,0,0
1457,33,Male,Tier 2,Self-Employed,1171756,559,1,0,0,0,0
1458,39,Female,Tier 2,Self-Employed,100262,589,1,1,0,0,0
1459,36,Male,Tier 1,Salaried,1434909,702,0,0,0,0,0
1460,37,Male,Tier 1,Salaried,392096,655,1,0,0,0,0
1461,48,Male,Tier 2,Salaried,533649,590,1,0,0,0,0
1462,29,Female,Tier 1,Salaried,627950,713,1,1,1,1,0
1463,46,Male,Tier 3,Salaried,248482,807,1,1,1,1,1
1464,38,Female,Tier 1,Salaried,1675055,760,1,1,1,1,1
1465,50,Male,Tier 2,Salaried,781325,751,1,0,0,0,0
1466,29,Female,Tier 2,Salaried,193285,744,1,1,0,0,0
1467,36,Male,Tier 2,Salaried,754347,602,1,0,0,0,0
1468,48,Female,Tier 2,Salaried,1968184,696,1,0,0,0,0
1469,28,Female,Tier 1,Salaried,765143,831,1,0,0,0,0
1470,24,Male,Tier 2,Salaried,111353,792,1,1,0,0,0
1471,50,Female,Tier 1,Business,413688,600,1,1,1,1,1
1472,45,Male,Tier 3,Salaried,196874,663,0,0,0,0,0
1473,24,Female,Tier 3,Business,262730,822,1,1,0,0,0
1474,41,Female,Tier 3,Salaried,562167,669,1,1,1,1,1
1475,36,Male,Tier 1,Business,1290294,738,1,1,0,0,0
1476,46,Male,Tier 1,Salaried,530405,595,1,1,1,1,0
1477,51,Male,Tier 1,Self-Employed,880103,792,0,0,0,0,0
1478,35,Male,Tier 1,Salaried,794997,599,1,0,0,0,0
1479,28,Male,Tier 1,Self-Employed,510161,560,1,1,1,1,1
1480,38,Male,Tier 2,Salaried,1404108,597,1,1,1,0,0
1481,41,Male,Tier 1,Salaried,1788536,605,1,1,1,0,0
1482,57,Female,Tier 2,Self-Employed,920376,557,1,0,0,0,0
1483,30,Male,Tier 3,Salaried,634978,563,1,0,0,0,0
1484,59,Male,Tier 2,Business,1497528,764,1,1,1,1,0
1485,43,Female,Tier 1,Salaried,1038033,794,1,1,1,1,1
1486,23,Male,Tier 1,Salaried,570027,603,1,0,0,0,0
1487,45,Male,Tier 2,Self-Employed,224943,822,1,1,1,0,0
1488,29,Male,Tier 1,Salaried,883597,680,1,1,1,0,0
1489,32,Female,Tier 2,Salaried,1810722,558,1,1,1,1,1
1490,34,Female,Tier 1,Self-Employed,1916255,761,1,1,1,1,1
1491,38,Male,Tier 3,Self-Employed,693933,671,1,1,1,0,0
1492,29,Female,Tier 3,Business,1651685,663,0,0,0,0,0
1493,42,Male,Tier 2,Salaried,1495005,569,1,1,1,1,1
1494,39,Female,Tier 1,Salaried,1207235,570,1,1,1,0,0
1495,51,Female,Tier 1,Salaried,734855,757,1,1,1,1,0
1496,39,Female,Tier 3,Salaried,1432464,582,1,1,1,0,0
1497,52,Male,Tier 2,Self-Employed,452860,682,1,1,1,0,0
1498,59,Male,Tier 1,Salaried,1740305,740,1,1,1,1,0
1499,53,Male,Tier 1,Salaried,1830565,575,1,1,0,0,0
1500,32,Female,Tier 1,Salaried,948477,638,1,1,1,0,0
1501,46,Female,Tier 3,Self-Employed,323407,641,1,1,0,0,0
1502,54,Female,Tier 1,Business,106480,582,1,1,1,1,1
1503,59,Female,Tier 2,Self-Employed,963358,787,1,1,1,1,1
1504,29,Male,Tier 2,Salaried,771201,567,1,1,1,0,0
1505,32,Female,Tier 2,Self-Employed,1591480,823,1,1,0,0,0
1506,43,Female,Tier 3,Self-Employed,999525,838,1,1,1,1,1
1507,45,Female,Tier 3,Salaried,1771894,576,1,1,1,1,1
1508,38,Female,Tier 2,Salaried,771768,657,1,1,1,1,1
1509,33,Female,Tier 1,Salaried,1926136,775,1,0,0,0,0
1510,53,Male,Tier 2,Salaried,661786,568,1,0,0,0,0
1511,36,Female,Tier 2,Self-Employed,354707,772,1,0,0,0,0
1512,37,Male,Tier 2,Salaried,591702,830,1,1,1,0,0
1513,43,Female,Tier 2,Salaried,434596,653,1,1,1,0,0
1514,49,Female,Tier 1,Business,387606,838,1,0,0,0,0
1515,41,Male,Tier 2,Self-Employed,819155,586,1,1,0,0,0
1516,54,Female,Tier 1,Self-Employed,236955,793,0,0,0,0,0
1517,31,Male,Tier 3,Salaried,941641,592,1,1,0,0,0
1518,53,Male,Tier 1,Salaried,611498,675,0,0,0,0,0
1519,54,Male,Tier 2,Salaried,720650,558,1,1,1,1,1
1520,23,Female,Tier 1,Salaried,1888675,563,1,1,1,1,1
1521,54,Female,Tier 2,Salaried,1226286,680,1,1,0,0,0
1522,54,Female,Tier 2,Salaried,67660,733,1,1,1,1,1
1523,34,Male,Tier 1,Salaried,1957097,831,1,0,0,0,0
1524,51,Female,Tier 3,Salaried,918894,602,0,0,0,0,0
1525,54,Female,Tier 2,Salaried,448024,590,1,1,1,1,1
1526,34,Male,Tier 2,Self-Employed,144148,570,1,1,1,0,0
1527,47,Male,Tier 1,Self-Employed,1270147,844,1,0,0,0,0
1528,43,Male,Tier 2,Salaried,471231,757,1,0,0,0,0
1529,23,Female,Tier 2,Salaried,83351,700,0,0,0,0,0
1530,59,Female,Tier 2,Salaried,492878,618,1,0,0,0,0
1531,47,Female,Tier 2,Salaried,1482079,576,1,1,1,0,0
1532,36,Male,Tier 2,Salaried,124674,665,1,0,0,0,0
1533,55,Female,Tier 1,Business,1859935,691,1,1,1,1,0
1534,32,Male,Tier 1,Business,86241,590,1,0,0,0,0
1535,24,Male,Tier 1,Self-Employed,444414,655,1,1,1,1,1
1536,27,Female,Tier 1,Business,405127,623,1,1,1,0,0
1537,30,Male,Tier 2,Self-Employed,414443,609,1,1,1,1,1
1538,27,Female,Tier 3,Salaried,1061789,847,1,1,0,0,0
1539,30,Male,Tier 1,Business,414983,671,1,1,1,0,0
1540,52,Female,Tier 3,Salaried,1661503,752,1,1,1,1,1
1541,53,Male,Tier 2,Self-Employed,1949044,560,1,1,1,0,0
1542,33,Female,Tier 3,Salaried,1445943,696,1,0,0,0,0
1543,29,Male,Tier 2,Salaried,117983,765,1,0,0,0,0
1544,29,Male,Tier 2,Self-Employed,176164,563,1,0,0,0,0
1545,49,Female,Tier 1,Salaried,911376,616,1,0,0,0,0
1546,41,Male,Tier 1,Salaried,434571,729,1,1,1,1,1
1547,28,Female,Tier 1,Salaried,1596940,791,1,1,1,0,0
1548,32,Female,Tier 2,Salaried,1378394,709,1,1,1,1,1
1549,41,Male,Tier 1,Business,324557,559,1,0,0,0,0
1550,37,Male,Tier 3,Self-Employed,1677850,673,1,0,0,0,0
1551,25,Female,Tier 1,Salaried,753297,822,1,0,0,0,0
1552,27,Female,Tier 3,Salaried,778445,790,1,0,0,0,0
1553,43,Female,Tier 1,Self-Employed,859503,692,1,1,1,0,0
1554,47,Male,Tier 1,Salaried,1172805,716,1,1,1,0,0
1555,24,Female,Tier 1,Salaried,1011335,606,1,0,0,0,0
1556,35,Male,Tier 2,Salaried,1967314,687,1,1,1,0,0
1557,32,Female,Tier 1,Business,746731,566,1,1,1,1,0
1558,39,Female,Tier 3,Salaried,702633,822,1,1,1,0,0
1559,33,Male,Tier 1,Salaried,903974,552,0,0,0,0,0
1560,44,Male,Tier 1,Salaried,1890221,792,1,0,0,0,0
1561,33,Male,Tier 3,Salaried,638103,657,1,1,1,0,0
1562,34,Male,Tier 1,Salaried,1805235,600,1,1,1,0,0
1563,46,Female,Tier 3,Salaried,741996,723,1,1,1,0,0
1564,40,Male,Tier 3,Salaried,1686812,665,1,1,1,1,1
1565,57,Male,Tier 1,Salaried,1173642,732,1,0,0,0,0
1566,29,Male,Tier 1,Salaried,1407848,703,1,1,1,1,1
1567,50,Female,Tier 1,Self-Employed,1088229,796,0,0,0,0,0
1568,53,Female,Tier 3,Business,1672368,625,1,1,1,0,0
1569,39,Male,Tier 2,Salaried,120500,793,1,0,0,0,0
1570,27,Male,Tier 2,Salaried,102340,630,1,1,0,0,0
1571,39,Female,Tier 3,Salaried,1227798,778,1,0,0,0,0
1572,40,Female,Tier 1,Self-Employed,1132646,621,0,0,0,0,0
1573,43,Male,Tier 3,Self-Employed,1696149,767,1,1,1,0,0
1574,58,Male,Tier 2,Salaried,1033886,792,1,0,0,0,0
1575,53,Male,Tier 2,Self-Employed,1046430,627,1,1,1,1,1
1576,24,Male,Tier 3,Self-Employed,1746269,707,1,1,1,1,1
1577,49,Female,Tier 2,Business,458092,597,1,1,1,1,1
1578,31,Female,Tier 1,Salaried,784863,847,1,1,0,0,0
1579,56,Male,Tier 2,Salaried,757036,573,1,1,1,1,1
1580,50,Female,Tier 2,Salaried,68262,659,1,1,1,1,1
1581,36,Male,Tier 1,Business,1200985,601,1,1,1,1,1
1582,54,Female,Tier 3,Self-Employed,266622,839,1,1,1,0,0
1583,28,Female,Tier 1,Salaried,1777990,808,1,0,0,0,0
1584,33,Male,Tier 2,Salaried,1587283,688,1,1,1,0,0
1585,51,Male,Tier 2,Salaried,990555,824,1,1,0,0,0
1586,42,Female,Tier 1,Salaried,573049,593,1,1,1,1,1
1587,52,Male,Tier 3,Salaried,471601,808,1,1,1,0,0
1588,45,Male,Tier 3,Salaried,1134163,662,0,0,0,0,0
1589,41,Male,Tier 2,Salaried,1227171,776,1,0,0,0,0
1590,58,Female,Tier 1,Self-Employed,1677995,614,1,0,0,0,0
1591,25,Male,Tier 1,Salaried,1715883,712,1,1,1,1,1
1592,49,Female,Tier 1,Salaried,1519445,713,1,1,1,0,0
1593,41,Male,Tier 1,Salaried,1598173,715,1,1,1,0,0
1594,45,Female,Tier 2,Self-Employed,1274438,588,1,0,0,0,0
1595,53,Female,Tier 3,Salaried,616306,702,1,1,1,1,0
1596,57,Female,Tier 2,Business,801790,818,1,1,1,0,0
1597,55,Male,Tier 3,Salaried,167177,624,1,1,1,0,0
1598,57,Female,Tier 2,Business,242064,806,1,1,1,0,0
1599,23,Female,Tier 2,Business,538594,749,0,0,0,0,0
1600,36,Male,Tier 3,Salaried,397328,647,1,0,0,0,0
1601,55,Male,Tier 2,Business,147292,653,1,1,1,1,0
1602,57,Male,Tier 3,Salaried,1579735,713,1,1,1,0,0
1603,27,Male,Tier 1,Salaried,94561,662,1,1,1,1,1
1604,33,Female,Tier 1,Salaried,1739845,652,1,1,1,0,0
1605,24,Male,Tier 3,Salaried,1050098,586,1,1,1,0,0
1606,39,Male,Tier 2,Self-Employed,715430,655,1,0,0,0,0
1607,42,Female,Tier 3,Self-Employed,1268673,736,1,1,1,1,1
1608,36,Male,Tier 3,Salaried,1132355,570,1,1,1,0,0
1609,54,Male,Tier 1,Salaried,304745,697,0,0,0,0,0
1610,56,Male,Tier 2,Salaried,459832,678,0,0,0,0,0
1611,47,Female,Tier 1,Self-Employed,1718773,736,1,1,1,0,0
1612,29,Female,Tier 2,Salaried,167715,833,1,1,1,1,1
1613,57,Female,Tier 3,Business,1620113,748,1,0,0,0,0
1614,51,Male,Tier 1,Salaried,823657,784,1,1,1,0,0
1615,44,Female,Tier 2,Salaried,150477,657,1,1,1,1,1
1616,35,Male,Tier 2,Business,1200264,558,1,1,1,1,0
1617,35,Male,Tier 1,Salaried,1881422,775,0,0,0,0,0
1618,23,Male,Tier 3,Salaried,833843,758,1,0,0,0,0
